Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV1646;Kanazawa;Kanazawa;Kanazawa;;Kanazawa;;;;;;;;;
PROV1647;Fukui;Fukui;Fukui;;Fukui;;;;;;;;;
PROV1648;Toyama;Toyama;Toyama;;Toyama;;;;;;;;;
PROV1649;Edo;Edo;Edo;;Edo;;;;;;;;;
PROV1650;Chiba;Chiba;Chiba;;Chiba;;;;;;;;;
PROV1651;Yokohama;Yokohama;Yokohama;;Yokohama;;;;;;;;;
PROV1652;Urawa;Urawa;Urawa;;Urawa;;;;;;;;;
PROV1653;Mito;Mito;Mito;;Mito;;;;;;;;;
PROV1654;Bonin;Bonin;Bonin;;Bonin;;;;;;;;;
PROV1655;Osaka;Osaka;Osaka;;Osaka;;;;;;;;;
PROV1656;Wakayama;Wakayama;Wakayama;;Wakayama;;;;;;;;;
PROV1657;Kyoto;Kyoto;Kyoto;;Kyoto;;;;;;;;;
PROV1658;Nara;Nara;Nara;;Nara;;;;;;;;;
PROV1659;Kobe;Kobe;Kobe;;Kobe;;;;;;;;;
PROV1660;Fukuoka;Fukuoka;Fukuoka;;Fukuoka;;;;;;;;;
PROV1661;Nagasaki;Nagasaki;Nagasaki;;Nagasaki;;;;;;;;;
PROV1662;Kagoshima;Kagoshima;Kagoshima;;Kagoshima;;;;;;;;;
PROV1663;Miyazaki;Miyazaki;Miyazaki;;Miyazaki;;;;;;;;;
PROV1664;Kumamoto;Kumamoto;Kumamoto;;Kumamoto;;;;;;;;;
PROV1665;Kochi;Kochi;Kochi;;K?hi;;;;;;;;;
PROV1666;Matsuyama;Matsuyama;Matsuyama;;Matsuyama;;;;;;;;;
PROV1667;Tokushima;Tokushima;Tokushima;;Tokushima;;;;;;;;;
PROV1668;Sendai;Sendai;Sendai;;Sendai;;;;;;;;;
PROV1669;Fukushima;Fukushima;Fukushima;;Fukushima;;;;;;;;;
PROV1670;Morioka;Morioka;Morioka;;Morioka;;;;;;;;;
PROV1671;Akita;Akita;Akita;;Akita;;;;;;;;;
PROV1672;Aomori;Aomori;Aomori;;Aomori;;;;;;;;;
PROV1673;Yamagata;Yamagata;Yamagata;;Yamagata;;;;;;;;;
PROV1674;Utsunomiya;Utsunomiya;Utsunomiya;;Utsunomiya;;;;;;;;;
PROV1675;Nagoya;Nagoya;Nagoya;;Nagoya;;;;;;;;;
PROV1676;Shizuoka;Shizuoka;Shizuoka;;Shizuoka;;;;;;;;;
PROV1677;Nagano;Nagano;Nagano;;Nagano;;;;;;;;;
PROV1678;Okinawa;Okinawa;Okinawa;;Okinawa;;;;;;;;;
PROV1680;Fez;Fez;Fez;;Fez;;;;;;;;;
PROV1681;Wazzan;Ouazzane;Wazzan;;Wazzan;;;;;;;;;
PROV1682;Meknes;Mekn?;Meknes;;Meknes;;;;;;;;;
PROV1683;Taza;Taza;Taza;;Taza;;;;;;;;;
PROV1684;Wujda;Oujda;Wujda;;Wujda;;;;;;;;;
PROV1685;Rabat;Rabat;Rabat;;Rabat;;;;;;;;;
PROV1687;Tetouan;T?ouan;Tetouan;;Tetouan;;;;;;;;;
PROV1688;Ajrud;Ajrud;Ajrud;;Ajrud;;;;;;;;;
PROV1689;Nollaig;Melilla;Melilla;;Melilla;;;;;;;;;
PROV1690;Marrakesh;Marrakech;Marrakesch;;Marrakech;;;;;;;;;
PROV1691;Casablanca;Casablanca;Casablanca;;Casablanca;;;;;;;;;
PROV1692;Huribka;Huribka;Huribka;;Huribka;;;;;;;;;
PROV1693;Sawira;Sawira;Sawira;;Sawira;;;;;;;;;
PROV1694;Agadir;Agadir;Agadir;;Agadir;;;;;;;;;
PROV1697;Figuig;Figuig;Figuig;;Figuig;;;;;;;;;
PROV1698;Rashidia;Rashidia;Rashidia;;Rashidia;;;;;;;;;
PROV1699;Tissint;Tissint;Tissint;;Tissint;;;;;;;;;
PROV1700;Algiers;Alger;Algiers;;Argel;;;;;;;;;
PROV1701;Bougie;Bougie;Bougie;;Bougie;;;;;;;;;
PROV1702;Setif;S?if;Setif;;Setif;;;;;;;;;
PROV1703;Medea;M??;Medea;;Medea;;;;;;;;;
PROV1704;Oran;Oran;Oran;;Or?;;;;;;;;;
PROV1705;Tlemcen;Tlemcen;Tlemcen;;Tlemcen;;;;;;;;;
PROV1706;Mustaghanim;Mostaganem;Mustaghanim;;Mustaghanim;;;;;;;;;
PROV1707;Mascara;Mascara;Mascara;;Mascara;;;;;;;;;
PROV1708;Constantine;Constantine;Constantine;;Constantina;;;;;;;;;
PROV1710;Biskra;Biskra;Biskra;;Biskra;;;;;;;;;
PROV1711;Ouargla;Ouargla;Ouargla;;Ouargla;;;;;;;;;
PROV1712;Tuggurt;Touggourt;Tuggurt;;Tuggurt;;;;;;;;;
PROV1713;Laghwat;Laghwat;Laghwat;;Laghwat;;;;;;;;;
PROV1715;Naama;Na?a;Naama;;Naama;;;;;;;;;
REMOVE_PROV1723;Colon;Canal de Panama ;Panamakanal;;Col?;;;;;;;;;
PROV1723;Raqiqa;Balboa;Balboa;;Balboa;;;;;;;;;
PROV353;?sel;?sel;?sel;;?sel;;;;;;;;;
PROV1725;Tunisi;Tunis;Tunis;;T?ez;;;;;;;;;
PROV1726;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;
PROV1727;Gafsa;Gafsa;Gafsa;;Gafsa;;;;;;;;;
PROV1728;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;
PROV1729;Tozeur;Tozeur;Tozeur;;Tozeur;;;;;;;;;
PROV1730;Gabes;Gabes;Gabes;;Gabes;;;;;;;;;
PROV1731;Tripoli;Tripoli;Tripolis;;Tr?oli;;;;;;;;;
PROV1732;Gharyan;Gharyan;Gharyan;;Gharyan;;;;;;;;;
PROV1733;Misratah;Misratah;Misratah;;Misurata;;;;;;;;;
PROV1734;Sirt;Sirt;Sirt;;Sirte;;;;;;;;;
PROV1735;Benghazi;Benghazi;Benghazi;;Bengasi;;;;;;;;;
PROV1736;Darna;Darna;Darna;;Darna;;;;;;;;;
PROV1737;Tobruk;Tobrouk;Tobruk;;Tobruk;;;;;;;;;
PROV1741;Murzuk;Murzuk;Murzuk;;Murzuq;;;;;;;;;
PROV1745;Cairo;Cairo;Kairo;;Cairo;;;;;;;;;
PROV1746;Dumyat;Dumyat;Dumyat;;Dumyat;;;;;;;;;
PROV1747;Tanta;Tanta;Tanta;;Tanta;;;;;;;;;
PROV1748;Mansura;Mansura;Mansura;;Mansura;;;;;;;;;
PROV1749;Ziqaziq;Ziqaziq;Ziqaziq;;Ziqaziq;;;;;;;;;
PROV1750;Giza;Gizeh;Giza;;Giza;;;;;;;;;
PROV1751;Alexandria;Alexandrie;Alexandria;;Alexandr?;;;;;;;;;
PROV1752;Matruh;Matruh;Matruh;;Matruh;;;;;;;;;
PROV1753;Sidi Barrani;Sidi Barrani;Sidi Barrani;;S??Barr??;;;;;;;;
PROV1754;Siwa;Siwa;Siwa;;Siwa;;;;;;;;;
PROV1755;Suez;Canal de Suez;Suez;;Suez;;;;;;;;;
PROV1756;Al Arish;Al Arish;Al Arish;;Al Arish;;;;;;;;;
PROV1757;Sharm al-Shaykh;Sharm el Sheikh;Sharm al-Shaykh;;Sharm al-Shaykh;;;;;;;;;
PROV1759;Bawiti;Bawiti;Bawiti;;Bawiti;;;;;;;;;
PROV1760;Mut;Mut;Mut;;Mut;;;;;;;;;
PROV1761;Baris;Baris;Baris;;Baris;;;;;;;;;
PROV1762;Asyut;Asyut;Asyut;;Asiut;;;;;;;;;
PROV1763;Bani Suwayf;Bani Suwayf;Bani Suwayf;;Bani Suwayf;;;;;;;;;
PROV1764;Minya;Minya;Minya;;Minya;;;;;;;;;
PROV1765;Fayyum;Fayyum;Fayyum;;Fayyum;;;;;;;;;
PROV1766;Aswan;Assouan;Aswan;;Asu?;;;;;;;;;
PROV1767;Luxor;Louxor;Luxor;;Luxor;;;;;;;;;
PROV1768;Idfu;Edfou;Idfu;;Idfu;;;;;;;;;
PROV1769;Qina;Qina;Qina;;Qina;;;;;;;;;
PROV1770;Qusayr;Qusayr;Qusayr;;Qusayr;;;;;;;;;
PROV1771;Marsa Alam;Marsa Alam;Marsa Alam;;Marsa Alam;;;;;;;;;
PROV1772;Ras Gharib;Ras Gharib;Ras Gharib;;Ras Gharib;;;;;;;;;
PROV1775;Nouakchott;Nouakchott;Nouakchott;;Nuakchot;;;;;;;;;
PROV1776;Rosso;Rosso;Rosso;;Rosso;;;;;;;;;
PROV1777;Aleg;Aleg;Aleg;;Aleg;;;;;;;;;
PROV1778;Maghama;Maghama;Maghama;;Maghama;;;;;;;;;
PROV1781;Walata;Walata;Walata;;Walata;;;;;;;;;
PROV1783;Dakar;Dakar;Dakar;;Dakar;;;;;;;;;
PROV1784;Saint-Louis;Saint-Louis;Saint-Louis;;Saint-Louis;;;;;;;;;
PROV1785;Banjul;Banjul;Banjul;;Banjul;;;;;;;;;
PROV1786;Linguere;Lingu?e;Linguere;;Linguere;;;;;;;;;
PROV1787;Diourbel;Diourbel;Diourbel;;Diourbel;;;;;;;;;
PROV1789;Podor;Podor;Podor;;Podor;;;;;;;;;
PROV1790;Matam;Matam;Matam;;Matam;;;;;;;;;
PROV1791;Bakel;Bakel;Bakel;;Bakel;;;;;;;;;
PROV1792;Ziguinchor;Ziguinchor;Ziguinchor;;Ziguinchor;;;;;;;;;
PROV1793;Velingara;Velingara;Velingara;;Velingara;;;;;;;;;
PROV1794;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;
PROV1795;Kayes;Kayes;Kayes;;Kayes;;;;;;;;;
PROV1796;Nioro;Nioro;Nioro;;Nioro;;;;;;;;;
PROV1797;Kita;Kita;Kita;;Kita;;;;;;;;;
PROV1798;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;
PROV1799;Sikasso;Sikasso;Sikasso;;Sikasso;;;;;;;;;
PROV1800;Segu;Segu;Segu;;Segu;;;;;;;;;
PROV1802;Jenne;Jenne;Jenne;;Jenne;;;;;;;;;
PROV1803;Timbuktu;Tombouctou;Timbuktu;;Tombuct?;;;;;;;;
PROV1805;Gao;Gao;Gao;;Gao;;;;;;;;;
PROV1811;Maradi;Maradi;Maradi;;Maradi;;;;;;;;;
PROV1815;Zinder;Zinder;Zinder;;Zinder;;;;;;;;;
PROV1816;Kufe;Kufe;Kufe;;Kufe;;;;;;;;;
PROV1818;Massenya;Massenya;Massenya;;Massenya;;;;;;;;;
PROV1819;Moundou;Moundou;Moundou;;Moundou;;;;;;;;;
PROV1820;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;
PROV1821;Abeche;Ab?h?Abeche;;Abeche;;;;;;;;;
PROV1822;Am Timan;Am Timan;Am Timan;;Am Timan;;;;;;;;;
PROV1823;Mongo;Mongo;Mongo;;Mongo;;;;;;;;;
PROV1824;Mao;Mao;Mao;;Mao;;;;;;;;;
PROV1825;Baderi;Baderi;Baderi;;Baderi;;;;;;;;;
PROV1826;Faya;Faya;Faya;;Faya;;;;;;;;;
PROV1827;Khartoum;Khartoum;Khartoum;;Jartum;;;;;;;;;
PROV1828;Wad Madani;Wad Madani;Wad Madani;;Wad Madan?;;;;;;;;
PROV1829;Kassala;Kassala;Kassala;;Kassala;;;;;;;;;
PROV1830;Sennar;Sennar;Sennar;;Sennar;;;;;;;;;
PROV1831;Rabak;Rabak;Rabak;;Rabak;;;;;;;;;
PROV1832;Fashoda;Fashoda;Fashoda;;Fashoda;;;;;;;;;
PROV1833;Suakin;Suakin;Suakin;;Suakin;;;;;;;;;
PROV1834;Halaib;Halaib;Halaib;;Halaib;;;;;;;;;
PROV1835;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;
PROV1836;Hayya;Hayya;Hayya;;Hayya;;;;;;;;;
PROV1837;Atbara;Atbara;Atbara;;Atbara;;;;;;;;;
PROV1838;Obeid;Obeid;Obeid;;Obeid;;;;;;;;;
PROV1840;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;
PROV1842;Junaynah;Junaynah;Junaynah;;Junaynah;;;;;;;;;
PROV1843;Waw;Waw;Waw;;W?;;;;;;;;;
PROV1844;Bor;Bor;Bor;;Bor;;;;;;;;;
PROV1846;Lado;Lado;Lado;;Lado;;;;;;;;;
PROV1847;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;
PROV1848;Asmara;Asmara;Asmara;;Asmara;;;;;;;;;
PROV1849;Massawa;Massawa;Massawa;;Massawa;;;;;;;;;
PROV1851;Assab;Assab;Assab;;Assab;;;;;;;;;
PROV1852;Gonder;Gonder;Gonder;;Gonder;;;;;;;;;
PROV1853;Debre Tabor;Debre Tabor;Debre Tabor;;Debre Tabor;;;;;;;;;
PROV1854;Matamma;Matamma;Matamma;;Matamma;;;;;;;;;
PROV1855;Debre Markos;Debre Markos;Debre Markos;;Debre Markos;;;;;;;;;
PROV1856;Aksum;Aksum;Aksum;;Aksum;;;;;;;;;
PROV1857;Antalo;Antalo;Antalo;;Antalo;;;;;;;;;
PROV1859;Ankober;Ankober;Ankober;;Ankober;;;;;;;;;
PROV1861;Aselia;Aselia;Aselia;;Aselia;;;;;;;;;
PROV1865;Harer;Harer;Harer;;Harer;;;;;;;;;
PROV1868;Muqdisho;;;;;;;;;;;;;
PROV1869;Baydhabo;;;;;;;;;;;;;
PROV1870;Kismaayo;;;;;;;;;;;;;
PROV1871;Hobyaa;;;;;;;;;;;;;
PROV1872;Boosaaso;;;;;;;;;;;;;
PROV1873;Barbara;;;;;;;;;;;;;
PROV1874;Zayla;;;;;;;;;;;;;
PROV1875;Djibuti;Djibouti;Dschibuti;;Djibuti;;;;;;;;;
PROV1876;Netebara Islands;Cap-Verde;Cape Verde;;Cabo Verde;;;;;;;;;
PROV1877;Bissau;Bissau;Bissau;;Bissau;;;;;;;;;
PROV1878;Gabu;Gabu;Gabu;;Gabu;;;;;;;;;
PROV1879;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;
PROV1880;Timbo;Timbo;Timbo;;Timbo;;;;;;;;;
PROV1881;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;;
PROV1882;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;
PROV1883;Beyla;Beyla;Beyla;;Beyla;;;;;;;;;
PROV1884;Freetown;Freetown;Freetown;;Freetown;;;;;;;;;
PROV1885;Falaba;Falaba;Falaba;;Falaba;;;;;;;;;
PROV1886;Bo;Bo;Bo;;Bo;;;;;;;;;
PROV1887;Cristovia;Monrovia;Monrovia;;Monrovia;;;;;;;;;
PROV1888;Kayken;Harper;Harper;;Harper;;;;;;;;;
PROV1889;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;
PROV1890;Gbarnga;Gbarnga;Gbarnga;;Gbarnga;;;;;;;;;
PROV1891;Zwedru;Zwedru;Zwedru;;Zwedru;;;;;;;;;
PROV1892;Grand Lahou;Grand-Lahou;Grand Lahou;;Grand Lahou;;;;;;;;;
PROV1893;Sassandra;Sassandra;Sassandra;;Sassandra;;;;;;;;;
PROV1894;Aboisso;;;;;;;;;;;;;
PROV1895;Bouake;Bouak?Bouake;;Bouake;;;;;;;;;
PROV1896;Man;Man;Man;;Man;;;;;;;;;
PROV1897;Akoupe;Akoup?Akoupe;;Akoupe;;;;;;;;;
PROV1898;Kong;Kong;Kong;;Kong;;;;;;;;;
PROV1899;Bondouku;Bondoukou;Bondouku;;Bondouku;;;;;;;;;
PROV1900;Odienne;Odienne;Odienne;;Odienn?;;;;;;;;
PROV1901;Wagadugu;Ouagadougou;Wagadugu;;Wagadugu;;;;;;;;;
PROV1902;Wahiguya;Wahiguya;Wahiguya;;Wahiguya;;;;;;;;;
PROV1903;Dori;Dori;Dori;;Dori;;;;;;;;;
PROV1904;Fada Ngourma;Fada N'Gourma;Fada Ngourma;;Fada Ngourma;;;;;;;;;
PROV1905;Bobo Dioulasso;Bobo-Dioulasso;Bobo Dioulasso;;Bobo-Dioulasso;;;;;;;;;
PROV1906;Orodaro;Orodaro;Orodaro;;Orodaro;;;;;;;;;
PROV1907;Accra;Accra;Accra;;Accra;;;;;;;;;
PROV1908;Cape Coast;Cape Coast;Kapk?te;;Cape Coast;;;;;;;;;
PROV1909;Sekondi;Sekondi;Sekondi;;Sekondi;;;;;;;;;
PROV1910;Kumasi;Kumasi;Kumasi;;Kumasi;;;;;;;;;
PROV1911;Kintampo;Kintampo;Kintampo;;Kintampo;;;;;;;;;
PROV1912;Wa;Wa;Wa;;Wa;;;;;;;;;
PROV1913;Tamale;Tamale;Tamale;;Tamale;;;;;;;;;
PROV1914;Djibo;Lom?Lome;;Lome;;;;;;;;;
PROV1915;Ho;Ho;Ho;;Ho;;;;;;;;;
PROV1916;Yendi;Yendi;Yendi;;Yendi;;;;;;;;;
PROV1917;Atakpame;Atakpam?Atakpame;;Atakpame;;;;;;;;;
PROV1918;Sokode;Sokod?Sokode;;Sokode;;;;;;;;;
PROV1919;Cotonou;Cotonou;Cotonou;;Cotonou;;;;;;;;;
PROV1920;Abomey;Abomey;Abomey;;Abomey;;;;;;;;;
PROV1921;Nikki;Nikki;Nikki;;Nikki;;;;;;;;;
PROV1922;Jugu;Jugu;Jugu;;Jugu;;;;;;;;;
PROV1923;Lagos;Lagos;Lagos;;Lagos;;;;;;;;;
PROV1924;Abeokuta;Abeokuta;Abeokuta;;Abeokuta;;;;;;;;;
PROV1925;Ibadan;Ibadan;Ibadan;;Ibad?;;;;;;;;;
PROV1926;Ife;Ife;Ife;;Ife;;;;;;;;;
PROV1927;Ilorin;Ilorin;Ilorin;;Ilorin;;;;;;;;;
PROV1928;Benin;B?in;Benin;;Ben?;;;;;;;;;
PROV1929;Akure;Akure;Akure;;Akure;;;;;;;;;
PROV1931;Warri;Warri;Warri;;Warri;;;;;;;;;
PROV1932;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;
PROV1933;Awka;Awka;Awka;;Awka;;;;;;;;;
PROV1934;Calabar;Calabar;Calabar;;Calabar;;;;;;;;;
PROV1935;Aruchukwu;Aruchukwu;Aruchukwu;;Aruchukwu;;;;;;;;;
PROV1938;Bussa;Bussa;Bussa;;Bussa;;;;;;;;;
PROV1939;Zaria;Zaria;Zaria;;Zaria;;;;;;;;;
PROV1940;Bida;Bida;Bida;;Bida;;;;;;;;;
PROV1941;Abuja;Abuja;Abuja;;Abuja;;;;;;;;;
PROV1942;Bauchi;Bauchi;Bauchi;;Bauchi;;;;;;;;;
PROV1943;Jos;Jos;Jos;;Jos;;;;;;;;;
PROV1944;Gombe;Gombe;Gombe;;Gombe;;;;;;;;;
PROV1945;Kano;Kano;Kano;;Kano;;;;;;;;;
PROV1946;Kebbi;Kebbi;Kebbi;;Kebbi;;;;;;;;;
PROV1947;Katsina;Katsina;Katsina;;Katsina;;;;;;;;;
PROV1948;Sokoto;Sokoto;Sokoto;;Sokoto;;;;;;;;;
PROV1949;Hadejia;Hadejia;Hadejia;;Hadejia;;;;;;;;;
PROV1950;Yola;Yola;Yola;;Yola;;;;;;;;;
PROV1951;Kuka;Kuka;Kuka;;Kuka;;;;;;;;;
PROV1952;Nguru;Nguru;Nguru;;Nguru;;;;;;;;;
PROV1953;Dikoa;Dikoa;Dikoa;;Dikoa;;;;;;;;;
PROV1954;Sant Tomàs;Sao Tome;Sao Tome;;Sao Tome;;;;;;;;;
PROV1955;Fernando Pó;Fernando Po;Fernando Po;;Fernando Po;;;;;;;;;
PROV1956;Douala;Douala;Douala;;Douala;;;;;;;;;
PROV1957;Buea;Buea;Buea;;Buea;;;;;;;;;
PROV1958;Kribi;Kribi;Kribi;;Kribi;;;;;;;;;
PROV1959;Yaounde;Yaound?Yaounde;;Yaounde;;;;;;;;;
PROV1960;Bafoussam;Bafoussam;Bafoussam;;Bafoussam;;;;;;;;;
PROV1961;Bamenda;Bamenda;Bamenda;;Bamenda;;;;;;;;;
PROV1962;Bertoua;Bertoua;Bertoua;;Bertoua;;;;;;;;;
PROV1963;Ngaoundere;Ngaound??Ngaoundere;;Ngaound??;;;;;;;;
PROV1964;Maroua;Maroua;Maroua;;Maroua;;;;;;;;;
PROV1965;Bangui;Bangui;Bangui;;Bangui;;;;;;;;;
PROV1966;Nola;Nola;Nola;;Nola;;;;;;;;;
PROV1967;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;
PROV1968;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;
PROV1969;Zemio;Zemio;Zemio;;Zemio;;;;;;;;;
PROV1970;Bangassou;Bangassou;Bangassou;;Bangassou;;;;;;;;;
PROV1971;Ndele;Nd??Ndele;;Ndele;;;;;;;;;
PROV1973;Bata;Bata;Bata;;Bata;;;;;;;;;
PROV1974;Mayumbe;Mayumbe;Mayumbe;;Mayumbe;;;;;;;;;
PROV1975;Moanda;Moanda;Moanda;;Moanda;;;;;;;;;
PROV1976;Makokou;Makokou;Makokou;;Makokou;;;;;;;;;
PROV1977;Nkuna;Nkuna;Nkuna;;Nkuna;;;;;;;;;
PROV1978;Madingou;Madingou;Madingou;;Madingou;;;;;;;;;
PROV1979;Kengtung;;;;;;;;;;;;;
PROV1980;Djambala;Djambala;Djambala;;Djambala;;;;;;;;;
PROV1981;Impfondo;Impfondo;Impfondo;;Impfondo;;;;;;;;;
PROV1982;Kinshasa;Kinshasa;Kinshasa;;Kinshasa;;;;;;;;;
PROV1983;Boma;Boma;Boma;;Boma;;;;;;;;;
PROV1984;Kananga;Kananga;Kananga;;Kananga;;;;;;;;;
PROV1985;Kumbana;Kumbana;Kumbana;;Kumbana;;;;;;;;;
PROV1986;Lusambo;Lusambo;Lusambo;;Lusambo;;;;;;;;;
PROV1987;Bunkeya;Bunkeya;Bunkeya;;Bunkeya;;;;;;;;;
PROV1988;Mussumba;Mussumba;Mussumba;;Mussumba;;;;;;;;;
PROV1989;Munza;Munza;Munza;;Munza;;;;;;;;;
PROV1992;Basoko;Basoko;Basoko;;Basoko;;;;;;;;;
PROV1993;Irebu;Irebu;Irebu;;Irebu;;;;;;;;;
PROV1994;Nsheng;Nsheng;Nsheng;;Nsheng;;;;;;;;;
PROV1995;Gemena;Gemena;Gemena;;Gemena;;;;;;;;;
PROV1996;Kisangani;Kisangani;Kisangani;;Kisangani;;;;;;;;;
PROV1997;Mungbane;Mungbane;Mungbane;;Mungbane;;;;;;;;;
PROV1998;Baramo;Baramo;Baramo;;Baramo;;;;;;;;;
PROV1999;Luanda;Luanda;Luanda;;Loanda;;;;;;;;;
PROV2000;Cabinda;Cabinda;Cabinda;;Cabinda;;;;;;;;;
PROV2001;Mbanza;Mbanza;Mbanza;;Mbanza;;;;;;;;;
PROV2002;Quibala;Quibala;Quibala;;Quibala;;;;;;;;;
PROV2003;Binghila;Benguela;Benguela;;Benguela;;;;;;;;;
PROV2004;Mo?medes;Mocamedes;Mocamedes;;Mocamedes;;;;;;;;;
PROV2005;Huambo;Huambo;Huambo;;Huambo;;;;;;;;;
PROV2006;Kuito;Kuito;Kuito;;Kuito;;;;;;;;;
PROV2007;Mavinga;Mavinga;Mavinga;;Mavinga;;;;;;;;;
PROV2008;Ondjiva;Ondjiva;Ondjiva;;Ondjiva;;;;;;;;;
PROV2009;Malanje;Malanje;Malanje;;Malanje;;;;;;;;;
PROV2010;Saurimo;Saurimo;Saurimo;;Saurimo;;;;;;;;;
PROV2011;Kubanda;Kubanda;Kubanda;;Kubanda;;;;;;;;;
PROV2012;Lusaka;Lusaka;Lusaka;;Lusaka;;;;;;;;;
PROV2013;Mongu;Mongu;Mongu;;Mongu;;;;;;;;;
PROV2014;Kasempa;Kasempa;Kasempa;;Kasempa;;;;;;;;;
PROV2015;Monzo;Monzo;Monzo;;Monzo;;;;;;;;;
PROV2018;Chipata;Chipata;Chipata;;Chipata;;;;;;;;;
PROV2019;Entebbe;Entebbe;Entebbe;;Entebbe;;;;;;;;;
PROV2020;Mbarara;Mbarara;Mbarara;;Mbarara;;;;;;;;;
PROV2021;Masindi;Masindi;Masindi;;Masindi;;;;;;;;;
PROV2022;Kitgum;Kitgum;Kitgum;;Kitgum;;;;;;;;;
PROV2023;Jinja;Jinja;Jinja;;Jinja;;;;;;;;;
PROV2024;Nairobi;Nairobi;Nairobi;;Nairobi;;;;;;;;;
PROV2025;Marsabit;Marsabit;Marsabit;;Marsabit;;;;;;;;;
PROV2026;Lodwar;Lodwar;Lodwar;;Lodwar;;;;;;;;;
PROV2027;Nakuru;Nakuru;Nakuru;;Nakuru;;;;;;;;;
PROV2028;Kisumu;Kisumu;Kisumu;;Kisumu;;;;;;;;;
PROV2029;Mombasa;Mombasa;Mombasa;;Mombasa;;;;;;;;;
PROV2030;Lamu;Lamu;Lamu;;Lamu;;;;;;;;;
PROV2031;Wajir;Garbahaarey;Wajir;;Wajir;;;;;;;;;
PROV2032;Garissa;Garissa;Garissa;;Garissa;;;;;;;;;
PROV2033;Voi;Voi;Voi;;Voi;;;;;;;;;
PROV2034;Kigali;Kigali;Kigali;;Kigali;;;;;;;;;
PROV2035;Usumbura;Usumbura;Usumbura;;Usumbura;;;;;;;;;
PROV2037;Tanga;Tanga;Tanga;;Tanga;;;;;;;;;
PROV2038;Kilwa;Kilwa;Kilwa;;Kilwa;;;;;;;;;
PROV2039;Lindi;Lindi;Lindi;;Lindi;;;;;;;;;
PROV2040;Songea;Songea;Songea;;Songea;;;;;;;;;
PROV2041;Masasi;Masasi;Masasi;;Masasi;;;;;;;;;
PROV2042;Iringa;Iringa;Iringa;;Iringa;;;;;;;;;
PROV2043;Tabora;Tabora;Tabora;;Tabora;;;;;;;;;
PROV2044;Mwanza;Mwanza;Mwanza;;Mwanza;;;;;;;;;
PROV2045;Morogoro;Morogoro;Morogoro;;Morogoro;;;;;;;;;
PROV2047;Arusha;Arusha;Arusha;;Arusha;;;;;;;;;
PROV2048;Zanzibar;Zanzibar;Zanzibar;;Zanz?ar;;;;;;;;;
REMOVE_PROV2049;Maputo;Maputo;Maputo;;Maputo;;;;;;;;;
PROV2051;Inhambane;Inhambane;Inhambane;;Inhambane;;;;;;;;;
PROV2052;Chimoio;Chimoio;Chimoio;;Chimoio;;;;;;;;;
PROV2053;Sena;Sena;Sena;;Sena;;;;;;;;;
PROV2054;Zobue;Zobue;Zobue;;Zobue;;;;;;;;;
PROV2055;Songo;Songo;Songo;;Songo;;;;;;;;;
PROV2056;Zumbo;Zumbo;Zumbo;;Zumbo;;;;;;;;;
PROV2057;Sofala;Sofala;Sofala;;Sofala;;;;;;;;;
PROV2059;Quelimane;Quelimane;Quelimane;;Quelimane;;;;;;;;;
PROV2060;Mozambique;Mozambique;Mosambik;;Mozambique;;;;;;;;;
PROV2061;Angoche;Angoche;Angoche;;Angoche;;;;;;;;;
PROV2062;Shangluo;Shangluo;Shangluo;;Shangluo;;;;;;;;;
PROV2063;Ibo;Ibo;Ibo;;Ibo;;;;;;;;;
PROV2064;Nampula;Nampula;Nampula;;Nampula;;;;;;;;;
PROV2065;Milange;Milange;Milange;;Milange;;;;;;;;;
PROV2066;Zomba;Zomba;Zomba;;Zomba;;;;;;;;;
PROV2067;Lilongwe;Lilongwe;Lilongwe;;Lilongwe;;;;;;;;;
PROV2068;Harare;Harare;Harare;;Harare;;;;;;;;;
PROV2069;Gweru;Gweru;Gweru;;Gweru;;;;;;;;;
PROV2071;Bulawayo;Bulawayo;Bulawayo;;Bulawayo;;;;;;;;;
PROV2072;Hwange;Hwange;Hwange;;Hwange;;;;;;;;;
PROV2073;Masvingo;Masvingo;Masvingo;;Masvingo;;;;;;;;;
PROV2074;Gaborone;Gaborone;Gaborone;;Gaborone;;;;;;;;;
PROV2075;Serowe;Serowe;Serowe;;Serowe;;;;;;;;;
